player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,download_date,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards
Lucas Paquetá,839981,West Ham United,37,england,2526,1521,18,18,6.91,4,1,5,2.82,2.11,27,7,20.0,203,25,51.02,387,221,608,77.06,38,42.7,51,0,0,0,76,6,1,6,1,17,18,0,0,27,20260326,12,142,0,1,28,0,17.39,0,32,30,2,2,2,,85,48.3,0,0,0,181,8,23,4,5,6,0,0,2,1,100.0,0,2,0,0,314,9,0,1,0,0,0,0,0,0,0,380.25,0.0,2,8,15,6,11,16,38.1,0,39,22,56.41,23,66,42,35,123,46.42,49,541,248,789,124.3,23,1,1141,30,5,1
Omar Alderete,805137,Sunderland,41,england,2526,2356,27,26,6.9,1,1,2,1.4,0.87,60,2,22.22,103,68,40.24,305,584,889,82.16,73,57.48,54,0,0,0,86,1,2,6,7,189,27,0,0,12,20260326,7,103,0,3,26,0,5.26,6,31,26,5,1,0,,48,49.48,1,0,3,193,28,9,0,4,26,0,0,0,0,0.0,0,0,0,0,237,3,0,0,0,0,0,0,0,0,0,2356.0,0.0,0,14,5,5,8,15,78.95,0,27,15,55.56,9,147,19,9,121,54.02,169,450,632,1082,186.4,19,1,1488,7,6,0
Ben Davies,94758,Tottenham Hotspur,33,england,2526,138,3,2,6.9,1,0,1,0.49,0.09,4,2,66.67,13,5,62.5,26,30,56,86.15,4,57.14,3,0,0,0,5,0,0,0,0,8,3,0,0,1,20260326,0,6,0,0,2,0,50.0,0,3,2,1,1,0,,5,62.5,0,0,0,9,1,1,1,0,1,0,0,0,0,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,138.0,0.0,0,2,0,0,2,0,0.0,0,5,4,80.0,1,4,0,3,9,60.0,8,31,34,65,20.7,2,0,105,0,1,0
Jaydee Canvot,1471671,Crystal Palace,7,england,2526,717,13,7,6.9,0,0,0,0.79,0.22,8,0,0.0,72,21,53.85,158,205,363,87.47,21,63.64,12,0,0,0,28,0,1,0,3,56,12,0,0,2,20260326,10,33,1,1,9,0,0.0,0,9,8,1,0,0,,27,56.25,0,0,0,52,6,2,0,0,9,0,0,0,1,0.0,0,0,0,0,67,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,3,0,1,50.0,0,23,15,65.22,2,16,2,3,48,59.26,39,190,225,415,82.8,3,2,559,3,2,0
Ismaïla Sarr,845286,Crystal Palace,7,england,2526,1730,20,20,6.9,7,1,8,7.97,0.66,6,1,6.25,108,7,43.75,187,83,270,71.43,21,28.77,52,0,0,0,62,3,6,7,7,25,20,0,0,37,20260326,6,119,0,2,11,0,20.59,0,19,18,1,7,0,,62,48.06,1,0,2,108,8,14,1,12,3,0,0,2,0,100.0,0,2,0,1,219,8,0,0,5,0,0,0,0,0,0,247.14,0.0,0,27,7,13,14,10,37.04,0,17,9,52.94,14,18,27,16,83,41.09,16,272,106,378,137.9,34,1,701,35,2,0
Mathias Jensen,799251,Brentford,50,england,2526,1681,29,19,6.89,2,1,3,2.08,3.99,61,25,26.88,211,59,55.66,380,243,623,80.91,6,24.0,19,0,0,0,80,8,2,8,2,27,29,0,0,19,20260326,25,87,0,0,15,0,8.7,0,23,21,2,1,1,,54,44.26,0,0,1,147,13,22,0,2,4,0,2,0,0,0.0,0,0,0,0,292,7,0,0,2,0,0,0,0,0,0,840.5,0.0,2,8,15,9,6,15,62.5,0,31,20,64.52,20,97,24,93,60,40.82,106,496,274,770,199.9,23,0,1130,8,3,0
Maxence Lacroix,879674,Crystal Palace,7,england,2526,2486,28,28,6.89,1,2,3,2.06,0.81,16,2,40.0,78,69,48.59,338,816,1154,87.89,93,59.62,63,0,0,0,76,3,2,6,10,203,28,0,1,6,20260326,7,105,0,2,26,0,5.0,2,32,28,4,1,0,,70,62.5,1,0,1,159,35,5,0,0,12,0,0,0,2,0.0,0,0,0,0,192,1,0,1,0,0,0,0,0,0,0,2486.0,0.0,0,18,2,10,4,5,55.56,0,50,31,62.0,5,46,9,5,163,60.82,142,447,866,1313,193.0,20,2,1774,16,3,0
Jorge Cuenca,868715,Fulham,43,england,2526,952,14,11,6.89,0,0,0,0.05,0.56,20,1,50.0,44,26,35.14,149,402,551,88.3,17,54.84,14,0,0,0,40,1,0,0,2,74,13,0,0,0,20260326,4,30,0,0,9,0,0.0,33,11,11,0,0,0,,19,54.29,0,0,0,73,15,3,0,1,9,0,0,0,0,0.0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,2,40.0,0,16,9,56.25,3,42,5,2,36,54.55,74,199,425,624,89.6,1,0,769,1,5,0
Lewis Hall,1136730,Newcastle United,39,england,2526,1752,24,19,6.89,1,1,2,0.81,2.44,26,15,16.85,260,38,40.43,496,367,863,85.19,24,51.06,23,0,0,0,111,4,1,10,3,65,23,0,0,31,20260326,12,104,1,1,15,0,4.76,0,32,29,3,0,1,,114,58.46,0,0,2,150,24,20,1,0,11,0,0,0,0,0.0,0,0,0,0,333,9,0,0,0,0,0,0,0,0,0,1752.0,0.0,3,6,15,7,4,34,58.62,0,46,26,56.52,20,61,58,89,138,57.02,94,599,414,1013,158.5,21,0,1638,34,3,0
Neco Williams,927356,Nottingham Forest,14,england,2526,2620,30,30,6.89,1,3,4,1.65,3.31,22,21,20.0,269,36,32.14,460,448,908,83.0,35,53.03,31,0,0,0,136,5,2,14,8,72,30,0,1,26,20260326,31,138,1,2,25,0,2.86,0,39,30,9,1,0,,149,58.2,0,0,0,186,36,30,0,3,14,0,0,0,1,0.0,0,0,0,0,429,10,0,1,1,0,0,0,0,0,0,2620.0,0.0,1,12,23,6,15,26,47.27,0,78,51,65.38,30,66,55,105,184,57.14,112,587,507,1094,206.7,35,2,1951,47,5,0
Michael Kayode,1137431,Brentford,50,england,2526,2634,30,30,6.89,1,0,1,0.63,2.59,20,14,27.45,153,30,44.12,331,462,793,85.18,37,60.66,24,0,0,0,140,3,0,3,6,90,30,0,0,24,20260326,17,124,1,2,22,0,14.29,0,39,37,2,1,0,,143,58.85,1,0,0,138,32,30,0,1,10,1,1,0,2,0.0,0,0,0,0,420,5,0,0,0,0,0,0,0,0,0,2634.0,0.0,0,6,1,2,2,43,52.44,0,57,39,68.42,29,35,82,51,180,59.21,68,413,518,931,206.7,7,0,1793,43,6,0
Nick Pope,162653,Newcastle United,39,england,2526,1967,22,22,6.89,0,0,0,0.16,0.02,11,0,0.0,14,79,30.15,51,239,290,61.18,12,100.0,0,0,0,0,205,0,0,0,7,32,22,0,0,0,20260326,0,0,3,1,0,0,0.0,147,32,27,5,0,0,-2.82,2,100.0,0,23,0,184,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,193,0,10,0,0,23,45,21,67,0,20,0.0,0.0,0,1,0,0,1,0,0.0,22,1,1,100.0,0,15,0,0,14,100.0,262,206,268,474,151.5,1,1,774,2,1,0
Bernd Leno,103335,Fulham,43,england,2526,2790,31,31,6.88,0,0,0,,0.02,53,0,0.0,18,129,32.41,71,813,884,76.47,16,94.12,1,0,0,0,260,0,0,0,6,35,31,1,0,0,20260326,0,1,1,3,0,0,0.0,168,44,40,4,0,0,-5.76,7,100.0,0,21,0,272,1,0,0,0,0,1,0,0,0,0.0,4,0,0,0,284,0,25,0,0,14,49,27,77,0,14,0.0,0.0,0,0,0,0,0,0,0.0,14,4,1,25.0,0,88,0,0,23,95.83,398,297,859,1156,213.4,0,1,1460,5,3,0
Sam Johnstone,98427,Wolverhampton,3,england,2526,1080,12,12,6.88,0,0,0,,0.05,37,0,0.0,33,127,39.69,99,146,245,55.94,3,75.0,1,0,0,0,108,0,0,0,0,24,12,4,0,0,20260326,0,1,1,0,0,0,0.0,100,24,18,6,0,0,-5.3,2,100.0,0,7,0,193,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,195,0,14,0,0,14,26,13,39,0,15,0.0,0.0,0,0,0,0,0,0,0.0,13,2,1,50.0,0,75,0,0,5,83.33,320,270,168,438,82.6,0,0,576,0,0,0
Nathan Patterson,1020141,Everton,48,england,2526,265,6,3,6.88,0,0,0,0.03,0.04,6,0,0.0,13,4,30.77,28,36,64,77.11,7,77.78,2,0,0,0,14,0,0,0,1,16,6,0,0,1,20260326,4,13,0,0,2,0,0.0,0,1,1,0,0,0,,13,54.17,0,0,0,19,2,0,0,1,2,0,0,0,0,0.0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,1,20.0,0,10,4,40.0,0,11,5,6,20,60.61,13,41,42,83,41.3,1,0,146,2,0,0
Bryan Mbeumo,927083,Manchester United,35,england,2526,2196,26,26,6.88,9,3,12,8.19,4.32,13,30,33.71,254,13,50.0,380,168,548,78.85,11,14.1,67,0,0,0,75,5,10,8,0,12,26,0,0,26,20260326,12,157,0,1,20,0,15.0,0,33,29,4,9,0,,63,41.18,1,0,1,147,7,40,5,7,1,0,0,0,0,0.0,0,0,0,1,350,19,0,0,3,0,0,0,0,0,0,244.0,0.0,0,45,15,22,30,14,30.43,0,23,10,43.48,40,27,46,89,74,32.03,26,501,194,695,178.9,60,2,1149,26,4,0
Lewis Cook,548188,Bournemouth,60,england,2526,892,16,8,6.88,0,1,1,0.08,0.54,13,10,22.73,85,25,46.3,244,179,423,86.33,9,36.0,16,0,0,0,62,0,0,1,1,26,15,0,1,3,20260326,6,34,0,0,8,0,0.0,0,18,16,2,0,0,,33,64.71,0,0,0,67,24,11,0,0,6,0,0,0,0,0.0,0,0,0,0,118,5,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,3,2,0,3,75.0,0,25,16,64.0,11,28,4,44,42,55.26,54,300,190,490,103.2,3,0,674,5,1,0
Noussair Mazraoui,847030,Manchester United,35,england,2526,653,15,7,6.88,0,0,0,0.17,0.29,12,4,33.33,106,16,55.17,194,127,321,88.19,12,52.17,11,0,0,0,30,0,0,3,0,35,15,0,0,1,20260326,2,28,0,2,8,0,0.0,1,7,6,1,0,0,,31,64.58,0,0,0,43,8,3,0,0,2,0,1,0,0,0.0,0,0,0,0,69,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,3,1,0,6,50.0,0,16,9,56.25,2,24,12,12,43,60.56,29,221,143,364,103.2,4,0,540,9,3,0
Richarlison,840217,Tottenham Hotspur,33,england,2526,1504,26,15,6.88,9,3,12,6.26,1.22,7,0,0.0,79,8,66.67,110,42,152,63.33,50,38.46,80,0,0,0,47,3,6,12,3,41,26,0,0,20,20260326,10,138,0,1,18,0,20.0,0,23,15,8,8,1,,54,48.21,2,0,1,88,4,16,1,8,1,0,0,0,0,0.0,0,0,0,0,193,9,0,0,6,0,0,0,0,0,0,167.11,0.0,0,41,4,13,20,8,44.44,0,20,14,70.0,16,12,18,15,104,42.98,12,174,66,240,178.8,45,2,557,28,5,0
Leandro Trossard,135666,Arsenal,42,england,2526,1685,26,18,6.87,5,5,10,4.82,2.68,34,12,22.64,244,29,44.62,375,110,485,76.02,6,40.0,9,0,0,0,68,4,6,18,2,12,26,0,0,35,20260326,16,100,0,1,13,0,11.36,0,14,11,3,3,2,,72,44.17,0,0,2,153,8,30,1,4,2,0,0,0,0,0.0,0,0,0,0,302,8,0,0,4,0,0,0,0,0,0,337.0,0.0,0,33,11,15,11,17,37.78,0,25,16,64.0,30,67,45,53,78,43.82,65,505,133,638,178.7,44,1,1006,31,1,0
Florian Wirtz,1019322,Liverpool,44,england,2526,2015,27,23,6.87,4,2,6,5.73,4.41,36,5,16.67,503,34,54.84,792,234,1026,84.38,5,12.82,34,0,0,0,94,4,6,17,2,10,27,0,0,27,20260326,17,124,0,1,19,0,9.52,0,25,21,4,4,0,,83,47.98,0,0,1,190,9,51,1,2,1,0,1,0,0,0.0,0,0,0,0,320,15,0,0,3,0,0,0,0,0,0,503.75,0.0,1,30,12,9,16,35,55.56,0,31,24,77.42,50,67,63,30,88,41.51,62,946,270,1216,185.4,42,3,1600,17,1,0
Harrison Reed,365802,Fulham,43,england,2526,62,6,0,6.87,1,0,1,0.13,0.37,3,2,66.67,5,2,66.67,11,6,17,89.47,0,0.0,1,0,0,0,2,0,0,1,0,0,6,0,0,0,20260326,1,2,0,0,0,0,50.0,0,1,1,0,0,1,,1,50.0,0,0,0,2,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,62.0,0.0,0,0,2,0,1,0,0.0,0,0,0,0.0,1,4,0,3,1,33.33,3,13,6,19,41.2,2,0,28,1,0,0
James Ward-Prowse,161717,Burnley,6,england,2526,737,11,8,6.86,0,1,1,0.12,1.24,14,17,33.33,78,18,54.55,176,147,323,88.01,8,40.0,12,0,0,0,25,6,0,2,1,10,11,0,0,1,20260326,8,29,0,0,7,0,0.0,0,17,17,0,0,0,,15,46.88,0,0,0,44,10,17,0,0,5,0,0,0,0,0.0,0,0,0,0,88,3,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,2,0,0,0,0.0,0,8,4,50.0,17,26,1,51,23,44.23,33,214,153,367,75.5,2,0,489,7,1,0
Mohammed Kudus,905163,Tottenham Hotspur,33,england,2526,1545,19,19,6.86,2,5,7,1.93,2.4,17,28,22.95,178,19,70.37,266,114,380,85.59,11,37.93,18,0,0,0,95,3,3,10,2,6,19,0,0,54,20260326,12,156,0,1,23,0,7.69,0,20,13,7,1,1,,96,41.03,0,0,1,64,3,25,2,10,0,0,2,0,0,0.0,0,0,0,0,331,12,0,0,0,0,0,0,0,0,0,772.5,0.0,2,16,10,7,9,52,50.98,0,29,19,65.52,23,25,102,122,107,40.68,27,313,131,444,130.4,26,1,931,15,3,0
Mikel Merino,592010,Arsenal,42,england,2526,1007,21,10,6.86,4,3,7,3.0,1.45,8,0,0.0,96,7,33.33,164,105,269,75.77,28,39.44,43,0,0,0,55,4,4,6,2,19,21,0,0,17,20260326,6,92,0,0,21,0,19.05,0,9,7,2,4,0,,51,51.0,3,0,0,86,10,12,0,3,2,0,0,0,0,0.0,0,0,0,0,133,8,0,0,1,0,0,0,0,0,0,251.75,0.0,0,17,4,7,8,5,41.67,0,26,13,50.0,12,21,12,4,79,46.2,21,237,118,355,144.1,21,1,539,20,1,0
Jaidon Anthony,1020680,Burnley,6,england,2526,2131,30,25,6.86,7,1,8,3.96,2.56,15,12,20.34,191,25,58.14,323,205,528,79.16,11,35.48,20,0,0,0,119,5,2,12,2,24,30,0,0,34,20260326,25,143,0,3,20,0,15.22,0,46,44,2,7,0,,96,43.84,0,0,2,139,13,31,5,7,7,0,0,0,1,0.0,0,0,0,1,354,20,0,0,2,0,0,0,0,0,0,304.43,0.0,0,32,14,16,18,27,38.03,0,34,18,52.94,31,25,71,59,107,42.8,43,419,248,667,205.8,46,1,1182,38,4,0
Abdukodir Khusanov,1194333,Manchester City,17,england,2526,889,15,9,6.86,0,0,0,0.47,0.15,16,0,0.0,80,26,52.0,259,318,577,91.3,6,33.33,12,0,0,0,46,0,0,0,2,36,15,0,0,2,20260326,3,27,0,0,8,0,0.0,3,8,7,1,0,0,,30,66.67,0,0,0,55,21,2,0,0,2,0,0,0,0,0.0,0,0,0,0,75,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,0,2,0,4,66.67,0,21,15,71.43,2,27,6,0,36,57.14,50,290,342,632,102.9,2,0,783,5,2,0
Kevin Danso,794953,Tottenham Hotspur,33,england,2526,947,17,11,6.86,0,0,0,0.26,0.2,20,0,0.0,43,21,32.31,149,361,510,85.43,58,65.91,30,0,0,0,34,0,0,2,2,93,15,0,0,3,20260326,3,48,0,0,11,0,0.0,5,19,14,5,0,0,,28,60.87,0,0,1,87,12,0,0,0,8,0,0,0,0,0.0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,0,1,1,0,0.0,0,19,8,42.11,0,46,1,5,86,64.18,65,205,392,597,102.9,4,1,829,9,4,0
Diogo Dalot,843200,Manchester United,35,england,2526,2236,29,25,6.86,1,3,4,1.61,2.37,35,15,29.41,243,34,61.82,450,386,836,84.87,42,68.85,19,0,0,0,114,5,3,3,4,74,29,0,0,16,20260326,17,81,1,2,22,0,4.76,0,35,32,3,1,0,,67,51.94,0,0,0,149,25,27,0,4,9,0,0,0,0,0.0,0,0,0,0,303,9,0,0,1,0,0,0,0,0,0,2236.0,0.0,0,13,8,12,6,16,69.57,0,40,26,65.0,27,60,23,51,109,57.37,55,552,433,985,198.9,21,2,1559,12,5,0
John McGinn,250223,Aston Villa,40,england,2526,1735,24,23,6.86,4,2,6,2.58,2.13,30,16,25.4,172,30,55.56,312,180,492,82.0,9,39.13,14,0,0,0,73,4,3,5,2,13,24,0,0,41,20260326,14,110,0,0,25,0,20.0,0,22,19,3,1,3,,78,44.83,0,0,0,108,11,27,4,0,5,0,0,0,0,0.0,0,0,0,0,252,17,0,0,0,0,0,0,0,0,0,433.75,0.0,0,9,11,7,8,10,38.46,0,27,15,55.56,27,69,26,63,87,44.16,54,396,204,600,164.6,20,1,946,41,3,0
Noni Madueke,966547,Arsenal,42,england,2526,908,20,12,6.86,2,1,3,1.02,2.04,6,13,20.63,124,8,50.0,179,47,226,74.59,10,55.56,8,0,0,0,22,4,2,7,0,6,19,0,0,13,20260326,15,70,0,0,12,0,10.0,0,7,4,3,1,1,,50,44.64,1,0,0,77,4,17,1,2,1,0,0,0,0,0.0,0,0,0,0,198,7,0,0,0,0,0,0,0,0,0,454.0,0.0,0,19,1,6,7,24,52.17,0,16,9,56.25,17,13,46,63,60,46.15,16,249,54,303,130.3,20,2,552,10,0,0
André,1035996,Wolverhampton,3,england,2526,2136,28,23,6.86,1,0,1,0.44,0.77,35,8,21.05,146,44,62.86,417,523,940,90.21,4,23.53,13,0,0,0,162,1,0,7,1,44,28,0,0,23,20260326,26,107,1,4,33,0,9.09,0,39,34,5,0,1,,114,54.81,0,0,0,102,25,13,1,0,8,0,0,0,0,0.0,0,0,0,0,191,7,0,0,0,0,0,0,0,0,0,2136.0,0.0,1,1,10,3,1,13,50.0,0,64,32,50.0,13,56,26,38,118,52.44,70,483,559,1042,192.0,11,1,1402,37,9,0
Ben White,846036,Arsenal,42,england,2526,420,7,5,6.86,0,1,1,0.44,0.48,4,2,15.38,75,6,35.29,109,61,170,82.93,9,42.86,12,0,0,0,18,2,0,0,2,17,7,0,0,1,20260326,5,24,0,0,5,0,0.0,0,4,3,1,0,0,,19,61.29,0,0,0,35,3,6,0,2,3,0,0,0,0,0.0,0,0,0,0,59,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,1,3,1,2,66.67,0,13,7,53.85,6,8,3,13,28,53.85,17,140,65,205,48.0,4,0,326,4,0,0
Douglas Luiz,867887,Aston Villa,40,england,2526,823,16,11,6.86,1,0,1,0.49,1.39,20,11,26.19,126,24,57.14,257,240,497,89.39,7,53.85,6,0,0,0,48,2,2,3,0,8,16,0,0,3,20260326,6,32,0,1,12,0,10.0,0,13,9,4,1,0,,38,59.38,0,0,0,59,12,18,0,0,2,0,0,0,1,0.0,0,0,0,0,120,3,0,0,1,0,0,0,0,0,0,823.0,0.0,0,4,6,3,4,5,45.45,0,21,11,52.38,18,39,11,42,45,58.44,42,304,252,556,109.7,10,0,733,12,2,0
Xavi Simons,997183,Tottenham Hotspur,33,england,2526,1599,25,17,6.86,1,4,5,2.33,3.55,33,14,28.0,232,33,64.71,382,220,602,82.02,12,33.33,24,0,0,0,83,6,1,15,1,9,25,0,1,27,20260326,16,115,0,2,19,0,2.78,0,32,25,7,1,0,,98,51.85,0,0,1,132,15,31,0,0,1,0,1,0,0,0.0,0,0,0,0,287,21,0,1,1,0,0,0,0,0,0,1599.0,0.0,3,14,22,12,9,26,43.33,0,33,20,60.61,30,52,60,50,110,48.89,51,482,252,734,171.4,36,2,1146,39,4,0
Bernardo Silva,331209,Manchester City,17,england,2526,2258,30,26,6.85,2,4,6,1.51,3.38,61,15,29.41,452,51,62.96,826,662,1488,90.51,4,17.39,19,0,0,0,111,7,1,6,4,27,30,0,0,26,20260326,20,121,0,1,34,0,11.76,2,24,17,7,2,0,,67,39.64,0,0,1,156,16,35,2,5,6,0,0,0,0,0.0,0,0,0,0,273,15,0,0,0,0,0,0,0,0,0,1129.0,0.0,0,16,1,6,5,16,40.0,0,32,14,43.75,35,89,40,51,71,36.98,81,941,703,1644,205.6,17,1,1985,19,9,0
Tyler Adams,800419,Bournemouth,60,england,2526,1420,18,18,6.85,2,1,3,0.53,0.38,9,0,0.0,154,24,43.64,371,341,712,87.04,18,47.37,20,0,0,0,76,0,0,1,4,32,17,0,0,8,20260326,16,77,0,1,28,0,25.0,0,24,20,4,1,1,,54,48.65,0,0,0,106,28,3,0,1,7,0,0,0,0,0.0,0,0,0,0,142,5,0,0,2,0,0,0,0,0,0,710.0,0.0,0,3,5,1,6,5,45.45,0,40,18,45.0,3,19,11,1,72,48.32,55,442,376,818,116.5,8,0,1050,12,7,0
Pau Torres,864169,Aston Villa,40,england,2526,1389,17,15,6.85,0,0,0,0.57,0.34,33,0,0.0,121,40,40.82,334,517,851,88.92,22,57.89,16,0,0,0,71,0,0,1,4,55,17,0,0,3,20260326,9,36,2,2,4,0,0.0,50,15,14,1,0,0,,29,59.18,0,0,0,106,11,1,0,0,14,1,0,0,0,0.0,0,0,0,0,130,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,7,0,6,0,6,60.0,0,19,12,63.16,1,74,10,4,51,58.62,98,413,544,957,116.5,7,0,1113,4,0,0
Riccardo Calafiori,957602,Arsenal,42,england,2526,1455,22,18,6.85,1,2,3,2.9,0.49,8,3,14.29,161,18,50.0,292,265,557,85.43,40,58.82,28,0,0,0,64,0,1,9,3,48,21,0,0,7,20260326,8,72,0,1,25,0,3.57,0,8,6,2,1,0,,52,54.17,1,0,1,95,14,5,0,2,2,0,0,0,0,0.0,0,0,0,0,175,4,0,0,0,0,0,0,0,0,0,1455.0,0.0,0,19,9,13,6,13,72.22,0,31,18,58.06,5,15,18,21,92,56.1,36,347,305,652,143.9,28,1,1010,9,5,0
Tijjani Reijnders,893549,Manchester City,17,england,2526,1503,26,17,6.85,5,2,7,3.99,2.26,13,10,27.03,251,11,52.38,446,214,660,88.83,3,37.5,5,0,0,0,54,4,4,10,2,19,26,0,0,16,20260326,6,68,0,1,18,0,12.2,0,16,13,3,5,0,,44,41.12,0,0,1,83,10,18,3,4,1,0,1,0,0,0.0,0,0,0,0,184,13,0,0,2,0,0,0,0,0,0,300.6,0.0,2,27,14,16,15,19,44.19,0,10,4,40.0,17,29,43,37,47,40.87,21,514,229,743,178.1,41,1,1018,15,2,0
Mason Mount,836694,Manchester United,35,england,2526,820,18,10,6.85,3,0,3,1.49,1.4,20,1,5.56,124,19,59.38,188,68,256,79.26,5,27.78,13,0,0,0,43,1,1,6,0,4,16,0,0,11,20260326,10,54,0,0,12,0,16.67,0,14,12,2,2,1,,28,40.58,0,0,1,67,3,13,0,0,0,0,0,0,0,0.0,0,0,0,1,117,9,0,0,3,0,0,0,0,0,0,273.33,0.0,1,12,6,7,5,5,38.46,0,14,8,57.14,13,29,13,18,33,37.93,32,235,88,323,109.6,18,0,453,9,0,0
Daichi Kamada,794338,Crystal Palace,7,england,2526,1488,20,17,6.85,0,0,0,1.39,2.07,11,6,19.35,128,24,52.17,258,252,510,82.93,13,52.0,12,0,0,0,82,3,1,5,1,19,20,0,0,14,20260326,19,79,0,2,26,0,0.0,0,17,16,1,0,0,,79,54.11,0,0,0,105,9,14,0,1,1,0,0,0,0,0.0,0,0,0,1,186,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0,9,7,7,4,11,55.0,0,49,29,59.18,14,26,20,31,92,53.8,46,336,279,615,137.0,16,0,871,20,2,0
Emmanuel Agbadou,1013842,Wolverhampton,3,england,2526,1101,14,12,6.85,0,0,0,0.56,0.4,31,4,28.57,74,50,42.74,197,350,547,83.0,26,63.41,15,0,0,0,66,0,0,3,0,65,14,0,1,5,20260326,7,38,2,0,10,0,0.0,1,27,22,5,0,0,,41,64.06,0,0,0,112,13,4,0,0,15,0,0,0,0,0.0,0,0,0,0,147,1,0,1,0,0,0,0,0,0,0,0.0,0.0,1,6,4,4,3,4,80.0,0,32,20,62.5,4,75,5,14,67,63.81,117,283,376,659,95.9,10,1,872,5,1,0
Sander Berge,793167,Fulham,43,england,2526,2596,31,30,6.85,0,1,1,1.29,1.17,22,3,25.0,259,50,62.5,648,740,1388,89.66,47,61.84,29,0,0,0,119,3,2,5,3,47,31,0,0,16,20260326,10,97,1,1,31,0,0.0,0,42,38,4,0,0,,70,50.72,0,0,0,160,20,16,0,0,15,1,0,0,1,0.0,0,0,0,0,226,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6,4,2,3,8,42.11,0,51,36,70.59,16,37,19,12,117,54.67,80,749,799,1548,212.3,10,1,1855,11,5,0
Callum Hudson-Odoi,867442,Nottingham Forest,14,england,2526,1759,29,20,6.85,3,3,6,2.72,2.68,12,12,13.79,316,22,62.86,456,110,566,89.27,3,25.0,9,0,0,0,66,5,1,8,2,12,29,0,0,22,20260326,9,77,0,1,11,0,10.71,0,25,20,5,2,1,,55,44.72,0,0,1,68,8,39,0,3,2,0,0,0,0,0.0,0,0,0,0,240,8,0,0,3,0,0,0,0,0,0,586.33,0.0,1,16,12,10,10,30,51.72,0,13,6,46.15,39,24,58,87,58,42.96,35,510,124,634,198.6,28,1,969,12,0,0
Yankuba Minteh,1400106,Brighton & Hove Albion,30,england,2526,1837,27,20,6.85,2,4,6,3.15,3.95,14,25,24.51,149,10,41.67,236,79,315,66.74,14,35.9,25,0,0,0,79,8,3,12,1,13,27,0,0,27,20260326,17,138,0,1,22,0,5.71,0,27,22,5,2,0,,114,50.22,0,0,0,157,13,37,1,10,0,0,2,0,0,0.0,0,0,0,1,389,14,0,0,1,0,0,0,0,0,0,918.5,0.0,0,29,6,13,10,56,54.37,0,39,27,69.23,35,33,103,102,128,48.12,24,368,104,472,184.9,35,0,989,19,2,0
